OBJECTID,Geocoded_Address
15990,"7637 E Ben White Blvd Austin Texas, 78741"
15991,"4737 Ortega Hills Dr Jacksonville Florida, 32244"
15992,"8223 Dix Ellis Trl Jacksonville Florida, 32256"
15993,"8780 Baymeadows Way Jacksonville Florida, 32256"
15994,"4101 W William Cannon Dr Austin Texas, 78749"
15995,"1598 Bastrop Hwy Austin Texas, 78742"
15996,"131 Landry St Sulphur Louisiana, 70663"
15997,"121 Clinton St Lafayette Louisiana, 70501"
15998,"1302 Eraste Landry Rd Lafayette Louisiana, 70506"
16000,"951 Enterprise Blvd Lake Charles Louisiana, 70601"
16001,"209 Marina Dr Slidell Louisiana, 70458"
16002,"4741 Point Clair Rd St Gabriel Louisiana, 70776"
16003,"927 Moss St Lake Charles Louisiana, 70601"
16004,"54719 Apple Pie Ridge Rd Slidell Louisiana, 70461"
16005,"1846 Bertrand Dr Lafayette Louisiana, 70506"
16006,"9096 Sherman Rd Austin Texas, 78742"
16007,"12186 CR-137 Wellborn Florida, 32094"
16008,"702 Jefferson Blvd Lafayette Louisiana, 70501"
16009,"398 Mississippi St Sulphur Louisiana, 70663"
16010,"1923 W University Ave Lafayette Louisiana, 70506"
16011,"1800 Scarlett Blvd Lynn Haven Florida, 32444"
16012,"18301 US-90 Lacassine Louisiana, 70650"
16013,"801 Post Oak Rd Sulphur Louisiana, 70663"
16014,"1314 Grove Blvd Austin Texas, 78741"
16015,"8808 US-290 W Austin Texas, 78736"
16016,"5638 Cameron St Scott Louisiana, 70583"
16017,"2323 Leroy Breaux Rd Rayne Louisiana, 70578"
16018,"6029 Old Fredericksburg Rd Austin Texas, 78749"
16019,"2016 Carr Ln Sulphur Louisiana, 70663"
16020,"14737 Firetower Rd Conroe Texas, 77306"
16021,"17907 US-290 E Stonewall Texas, 78671"
16022,"170 Benny Ave Lumberton Texas, 77657"
16023,"14497 US-290 E Stonewall Texas, 78671"
16024,"767 FM-2336 McDade Texas, 78650"
16025,"US-90 Marathon Texas, 79842"
16026,"398 Sunbeam Ln Lafayette Louisiana, 70583"
16027,"736 Church Point Rd Gonzales Louisiana, 70737"
16028,"971 LA-728-1 Lafayette Louisiana, 70501"
16029,"327 Glen Saint Mary Florida, 32040"
16031,"5043 Southwest Pkwy Austin Texas, 78735"
16032,"3819 S Capital of Texas Hwy Austin Texas, 78704"
16033,"1014 Layton Dr Breaux Bridge Louisiana, 70517"
16034,"  Slidell LA, 70458"
16035,"1276 W Beach Blvd Gulf Shores Alabama, 36542"
16036,"579 S I-35 Austin Texas, 78741"
16037,"6900 Philips Hwy Jacksonville Florida, 32216"
16038,"805 McKinley St Westlake Louisiana, 70669"
16039,"1105 Malvern St Rayne Louisiana, 70578"
16040,"4682 Lenoir Ave S Jacksonville Florida, 32216"
16041,"2006 NE Evangeline Thwy Lafayette Louisiana, 70501"
16042,"804 Martin Luther King Jr Dr Lafayette Louisiana, 70501"
16043,"5600 Vega Ave Austin Texas, 78735"
16044,"S I-35 Austin Texas, 78741"
16045,"Lake Pontchartrain Cswy Mandeville Louisiana, 70448"
16046,"2430 Katherine St Lake Charles Louisiana, 70601"
16047,"16903 Festival Dr Todd Mission Texas, 77363"
16048,"1415 Bienville Blvd Dauphin Island Alabama, 36528"
16049,"417 Sonny St Lafayette Louisiana, 70501"
16050,"3583 US-11 Slidell Louisiana, 70458"
16052,"1715 S Mopac Expy Austin Texas, 78746"
16053,"I-10 E Macclenny Florida, 32063"
16055,"2216 Walsh Tarlton Ln Austin Texas, 78746"
16056,"1295 S Mopac Expy Austin Texas, 78746"
16057,"3721 University Blvd W Jacksonville Florida, 32217"
16060,"1364 Old Evangeline Hwy Evangeline Louisiana, 70537"
16061,"920 N Interstate 35 Austin Texas, 78701"
16062,"43363 TX State Highway 87 S Orange Texas, 77632"
16063,"201 Shaw Ave Fredericksburg Texas, 78624"
16064,"801 E 11th St Austin Texas, 78702"
16065,"4567 St Johns Bluff Rd S Jacksonville Florida, 32224"
16067,"3361 Orange Beach Blvd Orange Beach Alabama, 36561"
16068,"36 16th Ave S Jacksonville Beach Florida, 32250"
16070,"2198 Cordelia Rd Jacksonville Florida, 32207"
16071,"4760 Margate Dr Jacksonville Florida, 32207"
16072,"1466 S Capital of Texas Hwy Austin Texas, 78746"
16075,"2131 Besson Ln St Gabriel Louisiana, 70780"
16076,"366 Rees St Breaux Bridge Louisiana, 70517"
16077,"3640 Southside Blvd Jacksonville Florida, 32216"
16078,"58013 Canal St Plaquemine Louisiana, 70764"
16079,"1542 Redwood Cir Slidell Louisiana, 70458"
16080,"790 E I-10 Slidell Louisiana, 70461"
16081,"17025 FM-770 Saratoga Texas, 77585"
16082,"1643 Gause Blvd Slidell Louisiana, 70458"
16083,"1411 Gause Blvd Slidell Louisiana, 70458"
16084,"378 Gause Blvd Slidell Louisiana, 70458"
16085,"1944 Gause Blvd E Slidell Louisiana, 70461"
16086,"58985 Pearl Acres Rd Slidell Louisiana, 70461"
16088,"10770 Beach Blvd Jacksonville Florida, 32246"
16089,"922 S Capital of Texas Hwy Austin Texas, 78746"
16090,"1298 N Orange St Fredericksburg Texas, 78624"
16091,"22652 Andrews Ln Orange Beach Alabama, 36561"
16092,"30186 Mary Reno Ln Akers Louisiana, 70421"
16094,"641 Hogan St Waveland Mississippi, 39576"
16095,"15595 Airline Hwy Prairieville Louisiana, 70769"
16096,"517 S Capital of Texas Hwy Austin Texas, 78746"
16097,"1993 Gause Blvd W Slidell Louisiana, 70460"
16101,"1015 Old Spanish Trl Waveland Mississippi, 39576"
16102,"21153 TX-146 Cleveland Texas, 77327"
16103,"4122 Coral St Waveland Mississippi, 39520"
16104,"3860 LA-182 Carencro Louisiana, 70520"
16106,"5457 Verna Blvd Jacksonville Florida, 32205"
16107,"899 Turner St Bay St Louis Mississippi, 39520"
16109,"61097 Robert Rd Slidell Louisiana, 70458"
16110,"5349 N Interstate 35 Austin Texas, 78723"
16111,"269 E Scenic Dr Pass Christian Mississippi, 39571"
16112,"1405 Prudential Dr Jacksonville Florida, 32207"
16113,"29222 Lower Rome Rd Springfield Louisiana, 70462"
16114,"614 Demontluzin St Bay St Louis Mississippi, 39520"
16115,"809 W Dallas St Conroe Texas, 77301"
16116,"17048 Airline Hwy Prairieville Louisiana, 70769"
16117,"E Deleite St Marfa Texas, 79843"
16118,"282 Ladnier St Pass Christian Mississippi, 39571"
16119,"  Evadale TX, 77615"
16122,"37623 Ascension Parish Rd Prairieville Louisiana, 70769"
16124,"244 Copeland St Jacksonville Florida, 32204"
16126,"628 Lane Ave N Jacksonville Florida, 32254"
16127,"1107 Mayport Rd Atlantic Beach Florida, 32233"
16128,"6867 Lone Star Rd Jacksonville Florida, 32211"
16129,"2028 Ih 45 Conroe Texas, 77301"
16130,"8317 Cross Park Dr Austin Texas, 78754"
16132,"19555 Keller Rd Foley Alabama, 36535"
16134,"1055 E Houston St Cleveland Texas, 77327"
16135,"7642 TX-62 Buna Texas, 77612"
16136,"19056 Gum Swamp Rd Livingston Louisiana, 70754"
16137,"355 W 6th St Jacksonville Florida, 32206"
16138,"8225 N Interstate 35 Austin Texas, 78753"
16140,"17282 Marchac Park Ln Baton Rouge Louisiana, 70817"
16141,"108 Campbell St Cleveland Texas, 77327"
16144,"Texas Mountain Trl Marfa Texas, 79843"
16145,"3313 W 12th St Jacksonville Florida, 32254"
16146,"211 Klondyke Rd Long Beach Mississippi, 39560"
16148,"304 W Conroe Park Dr Conroe Texas, 77303"
16149,"3570 Far West Blvd Austin Texas, 78731"
16150,"4237 LA-27 Dequincy Louisiana, 70633"
16151,"400 S 3rd St Alpine Texas, 79830"
16153,"1393 Gardere Ln Baton Rouge Louisiana, 70820"
16156,"673 Gulf Breeze Pkwy Gulf Breeze Florida, 32561"
16159,"7939 Shoal Creek Blvd Austin Texas, 78757"
16160,"14921 Perkins Rd Baton Rouge Louisiana, 70810"
16161,"112 Northcliffe Dr Gulf Breeze Florida, 32561"
16162,"4009 Sprayberry Ln Conroe Texas, 77303"
16163,"7284 W County Highway 30A Santa Rosa Beach Florida, 32459"
16164,"2816 Industrial Rd Pascagoula Mississippi, 39581"
16165,"9887 N Lamar Blvd Austin Texas, 78753"
16166,"185 Gilmore Rd Santa Rosa Beach Florida, 32459"
16167,"3402 Monroe St Mandeville Louisiana, 70448"
16168,"8769 Siegen Ln Baton Rouge Louisiana, 70810"
16169,"8788 Bluebonnet Blvd Baton Rouge Louisiana, 70810"
16170,"39 Scott Rd Dryden Texas, 78851"
16171,"2813 E Causeway Appr Mandeville Louisiana, 70448"
16172,"11001 Bluff Bend Dr Austin Texas, 78753"
16173,"14415 LA-975 Grosse Tete Louisiana, 70740"
16174,"2849 19th St Gulfport Mississippi, 39501"
16175,"2606 19th St Gulfport Mississippi, 39501"
16176,"735 N Causeway Service Rd Mandeville Louisiana, 70448"
16177,"99 Dune Lakes Cir Santa Rosa Beach Florida, 32459"
16178,"Access Rd Stennis Space Center Mississippi, 39529"
16179,"3641 US-98-SCENIC Destin Florida, 32541"
16180,"4353 Nathan Hale Ave Pascagoula Mississippi, 39581"
16181,"9677 Burnet Rd Austin Texas, 78758"
16182,"3000 US-98-SCENIC Destin Florida, 32541"
16183,"3939 Denny Ave Pascagoula Mississippi, 39581"
16184,"2675 14th Ave Gulfport Mississippi, 39501"
16185,"11599 N Interstate 35 Austin Texas, 78753"
16186,"10565 Rieger Rd Baton Rouge Louisiana, 70809"
16187,"1852 Balkin Rd Tallahassee Florida, 32305"
16188,"365 Courthouse Rd Gulfport Mississippi, 39507"
16189,"12347 Industriplex Blvd Baton Rouge Louisiana, 70809"
16190,"257 Tallulah Ave Jacksonville Florida, 32208"
16191,"36444 Emerald Coast Pkwy Destin Florida, 32541"
16192,"6809 Siegen Ln Baton Rouge Louisiana, 70809"
16193,"36092 US-98 E Destin Florida, 32541"
16194,"1818 Brightside Ln Baton Rouge Louisiana, 70820"
16195,"4246 Indian Bayou Trl Destin Florida, 32541"
16196,"3553 E Highway 90 Alpine Texas, 79830"
16197,"11011 Industriplex Blvd Baton Rouge Louisiana, 70809"
16198,"1503 N Causeway Blvd Mandeville Louisiana, 70471"
16199,"1534 W Causeway Appr Mandeville Louisiana, 70471"
16200,"10088 N Capital of Texas Hwy Austin Texas, 78759"
16201,"4398 Carriage Ln Destin Florida, 32541"
16202,"2289 Lonesome Rd Mandeville Louisiana, 70448"
16203,"4358 Legendary Dr Destin Florida, 32541"
16204,"2082 US-90 W Gautier Mississippi, 39553"
16205,"1824 W Braker Ln Austin Texas, 78758"
16206,"759 Beach Blvd Biloxi Mississippi, 39530"
16207,"2093 98 Palms Blvd Destin Florida, 32541"
16210,"883 Fred Haise Blvd Biloxi Mississippi, 39530"
16213,"7 Forest Dr Gulfport Mississippi, 39507"
16215,"5900 Bluebonnet Blvd Baton Rouge Louisiana, 70809"
16217,"14912 Shenandoah Ave Baton Rouge Louisiana, 70817"
16218,"5867 One Perkins Place Dr Baton Rouge Louisiana, 70808"
16219,"10916 N Mopac Expy Austin Texas, 78759"
16220,"22903 La Highway 16 Denham Springs Louisiana, 70726"
16221,"5220 Essen Ln Baton Rouge Louisiana, 70809"
16223,"2373 Pass Rd Biloxi Mississippi, 39531"
16224,"301 Jim Money Rd Biloxi Mississippi, 39531"
16225,"18231 County Road 434 Somerville Texas, 77879"
16227,"1071 W Laurel Ave Foley Alabama, 36535"
16228,"11907 N Mopac Expy Austin Texas, 78759"
16229,"  Buna TX, 77612"
16230,"10704 Airline Hwy Baton Rouge Louisiana, 70816"
16231,"13342 Coursey Blvd Baton Rouge Louisiana, 70816"
16232,"2839 US-98 E Mary Esther Florida, 32569"
16234,"14 Carson Dr SE Fort Walton Beach Florida, 32548"
16235,"Powerhouse Ln Baton Rouge Louisiana, 70893"
16236,"5772 Tyler Ferry Rd Ebro Florida, 32437"
16237,"201 W Orange Ave Tallahassee Florida, 32305"
16238,"29 Mary Esther Dr Mary Esther Florida, 32569"
16239,"5025 Main St Moss Point Mississippi, 39563"
16240,"901 Washington Ave Ocean Springs Mississippi, 39564"
16241,"  Ozona TX, 76943"
16242,"467 Napoleon Ave Sunset Louisiana, 70584"
16243,"837 Ward Ave Ocean Springs Mississippi, 39564"
16244,"2699 Bienville Blvd Ocean Springs Mississippi, 39564"
16248,"1581 Bienville Blvd Ocean Springs Mississippi, 39564"
16249,"21 Walter Martin Rd NE Fort Walton Beach Florida, 32548"
16250,"I-12 W Covington Louisiana, 70433"
16251,"1865 E Ebey St Church Point Louisiana, 70525"
16252,"Texas Mountain Trl Marfa Texas, 79843"
16253,"13122 Rebel Rd Theodore Alabama, 36582"
16254,"12 Nicholson St NE Fort Walton Beach Florida, 32548"
16255,"3647 S Sherwood Forest Blvd Baton Rouge Louisiana, 70816"
16256,"18110 Airport Rd Foley Alabama, 36535"
16257,"2984 Bocage Lake Ct Baton Rouge Louisiana, 70809"
16258,"3795 Perkins Rd Baton Rouge Louisiana, 70808"
16259,"189 Opp Blvd NE Cinco Bayou Florida, 32548"
16260,"11654 Southfork Dr Baton Rouge Louisiana, 70816"
16261,"11250 Creel Cir Gulfport Mississippi, 39503"
16262,"Texas Mountain Trl Marfa Texas, 79843"
16263,"187 Eglin Pkwy NE Cinco Bayou Florida, 32548"
16264,"11876 Jollyville Rd Austin Texas, 78759"
16265,"5848 Corporate Blvd Baton Rouge Louisiana, 70808"
16266,"5202 Lillian Hwy Pensacola Florida, 32506"
16267,"2808 Apalachee Pkwy Tallahassee Florida, 32301"
16268,"14290 Creosote Rd Gulfport Mississippi, 39503"
16269,"12524 Research Blvd Austin Texas, 78759"
16270,"830 Dunn Ave Jacksonville Florida, 32218"
16272,"I-10 E Madison Florida, 32340"
16273,"7061 Commerce Cir Baton Rouge Louisiana, 70809"
16274,"10103 Doris Deno Ave D'Iberville Mississippi, 39540"
16275,"1570 Apalachee Pkwy Tallahassee Florida, 32301"
16276,"5704 Diehl Trl Austin Texas, 78727"
16277,"21599 Old High Way Votaw Texas, 77376"
16278,"3903 Ginger Dr D'Iberville Mississippi, 39540"
16279,"1793 Wells Branch Pkwy Austin Texas, 78728"
16280,"10928 Old Hammond Hwy Baton Rouge Louisiana, 70816"
16281,"1860 S Sherwood Forest Blvd Baton Rouge Louisiana, 70816"
16282,"12156 Seaway Rd Gulfport Mississippi, 39503"
16283,"  Sonora TX, 76950"
16284,"545 W Pine St Ponchatoula Louisiana, 70454"
16285,"6503 McNeil Dr Austin Texas, 78729"
16286,"6701 N Main St Moss Point Mississippi, 39563"
16287,"5395 Obies St Ebro Florida, 32437"
16288,"20491 Landon Rd Gulfport Mississippi, 39503"
16289,"2807 Wells Branch Pkwy W Austin Texas, 78728"
16291,"8562 Goodwood Blvd Baton Rouge Louisiana, 70806"
16292,"8283 Goodwood Ave Baton Rouge Louisiana, 70806"
16293,"8777 Four Mile Rd Irvington Alabama, 36544"
16294,"920 Cedar Lake Rd Biloxi Mississippi, 39532"
16295,"4518 Government St Baton Rouge Louisiana, 70806"
16296,"5334 Government St Baton Rouge Louisiana, 70806"
16297,"321 Woerner Rd Doss Texas, 78618"
16298,"311 S Heatherwilde Blvd Pflugerville Texas, 78660"
16299,"11108 US-49 N Gulfport Mississippi, 39503"
16300,"1300 N US-190 Covington Louisiana, 70433"
16301,"899 Convention St Baton Rouge Louisiana, 70802"
16302,"5849 Glenwood Dr Baton Rouge Louisiana, 70806"
16303,"15853 Riverdale Ave E Baton Rouge Louisiana, 70816"
16305,"239 Marilyn Dr Baton Rouge Louisiana, 70815"
16306,"14275 Kliebert Ln Hammond Louisiana, 70403"
16307,"15634 Long Vista Dr Austin Texas, 78728"
16308,"581 Noah Rd Jacksonville Florida, 32218"
16309,"9808 Florida Blvd Baton Rouge Louisiana, 70815"
16310,"1921 County Road 118 Caldwell Texas, 77836"
16311,"3734 TX-349 Dryden Texas, 78851"
16312,"1022 N Sherwood Forest Dr Baton Rouge Louisiana, 70815"
16313,"9080 Crossway Ave Baton Rouge Louisiana, 70815"
16314,"2302 S Range Ave Denham Springs Louisiana, 70726"
16315,"12226 Florida Blvd Baton Rouge Louisiana, 70815"
16317,"35B Jacksonville Florida, 32218"
16318,"18031 Gore Store Rd Silsbee Texas, 77656"
16319,"10109 Lake Creek Pkwy Austin Texas, 78717"
16320,"1849 N Martin Luther King Jr Blvd Tallahassee Florida, 32303"
16321,"2240 N US-190 Covington Louisiana, 70433"
16322,"12348 Jim Husley Rd Biloxi Mississippi, 39532"
16323,"3701 CR-172 S Austin Texas, 78728"
16324,"143 Del Orleans Ave Denham Springs Louisiana, 70726"
16325,"5009 Carpenter Creek Dr Pensacola Florida, 32503"
16326,"2637 Iroquois St Baton Rouge Louisiana, 70805"
16327,"5048 Bayou Blvd Pensacola Florida, 32503"
16328,"5090 N 9th Ave Pensacola Florida, 32504"
16329,"9431 Mammoth Ave Baton Rouge Louisiana, 70814"
16331,"109 E 21st Ave Covington Louisiana, 70433"
16332,"2353 Centerville Rd Tallahassee Florida, 32308"
16333,"4616 E Highway 20 Niceville Florida, 32578"
16334,"  Eunice LA, 70535"
16335,"525 Florida Ave SW Denham Springs Louisiana, 70726"
16336,"200 Covington Cntr Covington Louisiana, 70433"
16337,"12808 Cunningham Rd Grand Bay Alabama, 36541"
16338,"CR-34 Summerdale Alabama, 36580"
16339,"13501 Ranch Rd Jacksonville Florida, 32218"
16340,"72191 Josephine St Covington Louisiana, 70433"
16341,"407 AL-59 S Summerdale Alabama, 36580"
16342,"2901 N Monroe St Tallahassee Florida, 32303"
16343,"1855 S Morrison Blvd Hammond Louisiana, 70403"
16344,"7973 Florida Blvd Denham Springs Louisiana, 70726"
16345,"112 Cronin Rd Shepherd Texas, 77371"
16346,"29500 Walker South Rd Walker Louisiana, 70785"
16347,"3098 Weller Ave Baton Rouge Louisiana, 70805"
16348,"1390 W 27th Ave Covington Louisiana, 70433"
16349,"681 Hatchell Ln Denham Springs Louisiana, 70726"
16350,"2416 Double Creek Dr Round Rock Texas, 78664"
16351,"146 Durango St Junction Texas, 76849"
16353,"3601 N Monroe St Tallahassee Florida, 32303"
16354,"29427 Highway 43 Albany Louisiana, 70711"
16355,"246 State Highway 20 E Freeport Florida, 32439"
16356,"7144 Tippin Ave Pensacola Florida, 32504"
16357,"14522 Highway 15 D'Iberville Mississippi, 39540"
16358,"512 Kylea Laird Dr Freeport Florida, 32439"
16359,"5416 N Flannery Rd Baton Rouge Louisiana, 70814"
16360,"7184 N Davis Hwy Pensacola Florida, 32504"
16361,"7701 O'Connor Dr Round Rock Texas, 78681"
16363,"2259 W Thomas St Hammond Louisiana, 70401"
16364,"11004 MS-57 Vancleave Mississippi, 39565"
16365,"4756 Laurendine Rd Theodore Alabama, 36582"
16366,"5588 Airline Hwy Baton Rouge Louisiana, 70805"
16367,"7770 N Davis Hwy Pensacola Florida, 32514"
16368,"6431 Dublin St Baton Rouge Louisiana, 70805"
16369,"7997 Sears Blvd Pensacola Florida, 32514"
16370,"4313 Holloway Rd Port Allen Louisiana, 70767"
16371,"163 Ricky Myers Ln Church Point Louisiana, 70525"
16372,"8703 McDonald Rd Irvington Alabama, 36544"
16373,"14482 Greenwell Springs Rd Central Louisiana, 70739"
16374,"916 N I-35 Round Rock Texas, 78681"
16375,"8404 Grand Bay Wilmer Rd S Grand Bay Alabama, 36541"
16376,"1726 S Union St Opelousas Louisiana, 70570"
16377,"5600 I 49 N Service Rd Opelousas Louisiana, 70570"
16378,"1085 S Haugh Ave Picayune Mississippi, 39466"
16379,"US-90 Valentine Texas, 79854"
16380,"800 Sam Bass Rd Round Rock Texas, 78681"
16381,"761 Northrop Ave Fairhope Alabama, 36532"
16382,Texas
16383,"19163 Magnolia Bend Rd Central Louisiana, 70739"
16385,"52 Lovell Johnson Rd Picayune Mississippi, 39466"
16386,"4456 Harding Blvd Baton Rouge Louisiana, 70807"
16387,"231 Thibodeaux St Opelousas Louisiana, 70570"
16388,"4617 Hooper Rd Baton Rouge Louisiana, 70811"
16390,"407 E Whitestone Blvd Cedar Park Texas, 78613"
16391,"1252 S Court St Opelousas Louisiana, 70570"
16392,"92 N Palm Blvd Niceville Florida, 32578"
16393,"715 Cypress Dr Niceville Florida, 32578"
16394,"554 E Whitestone Blvd Cedar Park Texas, 78613"
16395,"510 Fairhope Ave Fairhope Alabama, 36532"
16396,"2078 Mudge Access Rd Junction Texas, 76849"
16397,"3558 FM 244 Rd Anderson Texas, 77830"
16398,"2480 Lake Hall Rd Tallahassee Florida, 32309"
16399,"801 N Vista Ridge Blvd Cedar Park Texas, 78613"
16401,"2395 E Whitestone Blvd Cedar Park Texas, 78613"
16402,"156 Wallior St Opelousas Louisiana, 70570"
16403,"32289 LA-435 Abita Springs Louisiana, 70420"
16404,"571 N Cedar Ave Niceville Florida, 32578"
16405,"1707 Read Rd Picayune Mississippi, 39466"
16407,"2898 Sunrise Rd Round Rock Texas, 78665"
16409,"2423 Hammock Rd Mobile Alabama, 36605"
16410,"6175 Swedetown Rd N Theodore Alabama, 36582"
16411,"3840 Ranch Road 1691 Sonora Texas, 76950"
16412,"12017 E Subdivision Rd Port Allen Louisiana, 70767"
16413,"2400 US-11 Picayune Mississippi, 39466"
16414,"19217 US-190 W Port Barre Louisiana, 70577"
16415,"6874 Burroughs Ln Mobile Alabama, 36582"
16416,"5895 Katherine Hankins Dr Theodore Alabama, 36582"
16418,"  New Waverly TX, 77358"
16419,"72 Revelation Dr Fairhope Alabama, 36532"
16420,"45397 Warrior Dr Callahan Florida, 32011"
16421,"999 Peregrine Way Leander Texas, 78641"
16422,"SR-85 N Eglin Afb Florida, 32542"
16424,"450042 SR-200 Callahan Florida, 32011"
16426,"31872 LA-442 Independence Louisiana, 70443"
16427,"778 S Pat Thomas Pkwy Quincy Florida, 32351"
16428,"24993 CR-13 Daphne Alabama, 36526"
16429,"1240 Ceasar Rd Carriere Mississippi, 39426"
16431,"1430 S US-29 Cantonment Florida, 32533"
16432,"20246 FM-92 Fred Texas, 77616"
16434,"2770 Greenland Dr Tallahassee Florida, 32312"
16435,"5194 Weston St Baker Louisiana, 70714"
16438,"1086 FM 1362 S Caldwell Texas, 77836"
16439,"3069 Ray Weiland Dr Baker Louisiana, 70714"
16440,"36149 Perkins Rd Denham Springs Louisiana, 70706"
16441,"8212 Three Notch Rd Mobile Alabama, 36619"
16442,"6053 Three Notch Rd Mobile Alabama, 36619"
16443,"9561 Rock Hill Rd Ponce de Leon Florida, 32455"
16444,"1716 Main St Baker Louisiana, 70714"
16445,"1603 Boykin Blvd Mobile Alabama, 36605"
16447,"1981 Sutton County Road 202 Sonora Texas, 76950"
16448,"3536 N Main St Taylor Texas, 76574"
16449,"453 FM-1363 Caldwell Texas, 77836"
16450,"11911 LA-416 Lakeland Louisiana, 70752"
16451,"802 Daphne Ave Daphne Alabama, 36526"
16452,"5623 Girby Rd Mobile Alabama, 36693"
16453,"6157 Girby Rd Mobile Alabama, 36693"
16454,"2631 Dauphin Island Pkwy Mobile Alabama, 36605"
16455,"5634 Girby Rd Mobile Alabama, 36693"
16456,"85593 Miner Rd Yulee Florida, 32097"
16458,"5129 Dogwood Dr Milton Florida, 32570"
16459,"9955 Thresher Ct Mobile Alabama, 36695"
16460,"1001 Harvey Rd College Station Texas, 77840"
16461,"2290 Scenic Dr Georgetown Texas, 78626"
16462,"2000 Rosedale Rd Mobile Alabama, 36605"
16463,"8075 False River Rd Oscar Louisiana, 70762"
16464,"1999 Military Rd Mobile Alabama, 36605"
16465,"1800 S Earl Rudder Fwy College Station Texas, 77840"
16466,"400 5th St Mamou Louisiana, 70554"
16467,"3079 Baker-Zachary Hwy Zachary Louisiana, 70791"
16468,"5449 Stewart St Milton Florida, 32570"
16469,"82485 Orange St Folsom Louisiana, 70437"
16470,"86351 Felmor Rd Yulee Florida, 32097"
16471,"54025 Highway 1062 Loranger Louisiana, 70446"
16472,"11850 US-87 S Mason Texas, 76856"
16473,"583 W Railroad Ave Independence Louisiana, 70443"
16474,"2603 Longleaf Dr Mobile Alabama, 36693"
16475,"2704 S Greenbrier Dr Mobile Alabama, 36605"
16476,"1024 Blueberry Dr Sneads Florida, 32460"
16478,"US-90 Valentine Texas, 79854"
16479,"1184 Azalea Rd Mobile Alabama, 36693"
16481,"2112 Leroy Stevens Rd Mobile Alabama, 36695"
16482,"9200 Jeff Hamilton Rd Mobile Alabama, 36695"
16483,"2078 Demetropolis Rd Mobile Alabama, 36693"
16484,"5440 Main St Zachary Louisiana, 70791"
16485,"1055 W Mt Pleasant Rd Zachary Louisiana, 70791"
16487,"5753 Main St Zachary Louisiana, 70791"
16488,"761 University Blvd S Mobile Alabama, 36609"
16489,"1298 Bordeaux St Mobile Alabama, 36605"
16490,"  Washington LA, 70589"
16491,"10344 Curet Rd New Roads Louisiana, 70760"
16492,"1401 Clay St Georgetown Texas, 78628"
16493,"3940 Cottage Hill Rd Mobile Alabama, 36609"
16494,"9050 LA-110 Singer Louisiana, 70660"
16495,"1901 Hurtel St Mobile Alabama, 36605"
16496,"7101 Winding Brook Ct Mobile Alabama, 36695"
16498,"954 McRae Ave Mobile Alabama, 36606"
16499,"2807 Government Blvd Mobile Alabama, 36606"
16500,"439 Citrona Dr Fernandina Beach Florida, 32034"
16501,"  Merryville LA, 70653"
16503,"284 FM-1013 Hillister Texas, 77624"
16504,"341 S Main St Bryan Texas, 77803"
16505,"2624 Gretta Ln Ville Platte Louisiana, 70586"
16506,"800 Wilkinson St Mobile Alabama, 36603"
16508,"408 Dauphin Island Pkwy Mobile Alabama, 36606"
16509,"816 W I-65 Service Rd S Mobile Alabama, 36609"
16510,"209 FM-1105 Weir Texas, 78626"
16511,"255 Rickarby St Mobile Alabama, 36606"
16512,"3898 Golden Rod Ln Huntsville Texas, 77340"
16513,"  Kirbyville TX, 75956"
16514,"3063 Ralston Rd Mobile Alabama, 36606"
16516,"11573 Austin Ln Daphne Alabama, 36527"
16517,"4649 Bit and Spur Rd Mobile Alabama, 36608"
16518,"621 Alcee Tezeno Rd Washington Louisiana, 70589"
16519,"7700 Airport Blvd Mobile Alabama, 36608"
16520,"7737 LA-413 Ventress Louisiana, 70783"
16521,"1316 Azalea St Mobile Alabama, 36604"
16522,"113 W Magnolia St Ville Platte Louisiana, 70586"
16523,"252 Evangeline Dr Ville Platte Louisiana, 70586"
16524,"4534 State Highway 30 W Huntsville Texas, 77340"
16525,"911 Springhill Ave Mobile Alabama, 36604"
16526,"2548 Old Shell Rd Mobile Alabama, 36607"
16527,"3191 W Marion Ave Lake Park Georgia, 31636"
16528,"Stadium Dr Mobile Alabama, 36688"
16530,"550 Graham Rd Huntsville Texas, 77340"
16531,"566 Congress St Mobile Alabama, 36603"
16532,"234 Bay Shore Ave Mobile Alabama, 36607"
16533,"3078 Springhill Ave Mobile Alabama, 36607"
16535,"179 Snow Rd N Mobile Alabama, 36608"
16536,"1475 CR-183 Defuniak Springs Florida, 32435"
16537,"1960 Andrews St Mobile Alabama, 36617"
16538,"508 Springhill Plaza Ct Mobile Alabama, 36608"
16539,"6300 Biloxi Ave Mobile Alabama, 36608"
16540,"58399 Husser Rd Husser Louisiana, 70442"
16541,"260 Avenue H Milano Texas, 76556"
16542,"1327 W Church St Livingston Texas, 77351"
16543,"16 N McHenry Ave McHenry Mississippi, 39561"
16544,"5760 Summit Ave Mobile Alabama, 36608"
16545,"3317 19th St Huntsville Texas, 77340"
16546,"700 Donald St Mobile Alabama, 36617"
16548,"744 E Davilla St Granger Texas, 76530"
16549,"1578 S US Hwy 67 Fort Stockton Texas, 79735"
16550,"761 West Ave Slaughter Louisiana, 70777"
16551,"4521 Moffett Rd Mobile Alabama, 36618"
16552,"65 S 10th St Defuniak Springs Florida, 32435"
16553,"1521 Mississippi St Mobile Alabama, 36618"
